,id,Date Created,Tweet,location,type_incident,Tweet_sentiment
0,1556011346768052224,2022-08-06 20:16:29,"All hands transmitted, fire in a private dwelling.",Bronx | 687 E 224th St.,fires,0
306,1568420874927341568,2022-09-10 02:07:31,"Confirmed gunpoint robbery. Two m/h suspects, one wearing a ski mask, green oliv… https://t.co/dFCjxMUcf1",Bronx | W 229th St and Bailey Ave.,robbery,1
307,1568405404543074307,2022-09-10 01:06:02,"All hands transmitted, fire in a private dwelling.",Queens | 48-32 64th St.,fires,0
308,1568392827821871106,2022-09-10 00:16:04,Confirmed pedestrian struck w/ serious injuries. Highway CIS requested.,Bronx | Bronxdale Ave and Cruger Ave.,accident,2
309,1568354618622484480,2022-09-09 21:44:14,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 2110 1st Ave.,fires,0
310,1568345719203053569,2022-09-09 21:08:52,"Confirmed 3 males shot, all in not likely condition.",Bronx | 810 Astor Ave.,crime,3
311,1568339273807720448,2022-09-09 20:43:15,"Confirmed assault w/ a knife, aided not likely. S-1 is a m/b wearing a red band… https://t.co/9m1aYijsrI",Manhattan | W 50th St and Broadway.,crime,3
312,1568335378389635073,2022-09-09 20:27:47,Suspect taken into custody.,,fires,0
313,1568331304357199879,2022-09-09 20:11:35,"Confirmed knifepoint robbery. Suspect is a m/w, 5’5” tall w/ a slim build, dark hair, wea… https://t.co/ni1qx2kGFI",Manhattan | 255 Canal St.,fires,0
314,1568324938204848128,2022-09-09 19:46:17,"All hands transmitted, fire on the 6th floor.",Bronx | 640 E 137th St.,fires,0
315,1568286822379274243,2022-09-09 17:14:50,"Confirmed male shot in the abdomen, aided not likely at this time.",Brooklyn | Neptune Ave and Ocean Pkwy.,crime,3
316,1568208086325760001,2022-09-09 12:01:58,"All hands transmitted, fire on the top floor.",Brooklyn | 439 Lincoln Ave.,fires,0
317,1568090416184000513,2022-09-09 04:14:23,"Confirmed male and female shot, both in likely condition.",Bronx | 2425 Williamsbridge Rd.,crime,3
318,1568050692354457600,2022-09-09 01:36:32,"Confirmed pedestrian struck w/ serious injuries, one in custody.",Bronx | Adee Ave and White Plains Rd.,accident,2
319,1568047865087332353,2022-09-09 01:25:18,"Confirmed commercial robbery at gunpoint. Suspect is a m/b, 5’10” tall, wearing a black s… https://t.co/dAHOkjjRax",Queens | 801 Cypress Ave.,fires,0
320,1568030229007826945,2022-09-09 00:15:13,Suspect taken into custody.,,fires,0
321,1568016062649597954,2022-09-08 23:18:56,PD o/s of a confirmed barricaded suspect w/ a firearm.,Queens | Beach 29th St and Seagirt Ave.,robbery,1
322,1568002253050585088,2022-09-08 22:24:03,"Confirmed gunpoint robbery. Two m/b suspects wearing black masks, black Nike hoodies.… https://t.co/JUv9z25qFn",Brooklyn | 1726 Mermaid Ave.,robbery,1
323,1567999127161819136,2022-09-08 22:11:38,"All hands transmitted, fire in a private dwelling.",Queens | 85-04 247th St.,fires,0
324,1567968049789128708,2022-09-08 20:08:09,"All hands transmitted, fire on the 4th floor.",Brooklyn | 379 Dewitt Ave.,fires,0
325,1567958811176062982,2022-09-08 19:31:26,"Confirmed shots fired by police during vehicle pursuit, no injuries. One suspect in custody.",Bronx | E 233rd St and Harper Ave.,crime,3
326,1567928117687091201,2022-09-08 17:29:28,"All hands transmitted, fire in a private dwelling.",Queens | 84-66 164th St.,fires,0
327,1567721432284545028,2022-09-08 03:48:10,"Confirmed male shot in the chest, aided is likely.",Brooklyn | 702 Sheffield Ave.,crime,3
328,1567709813404049408,2022-09-08 03:02:00,Suspect taken into custody.,,fires,0
329,1567705246662639618,2022-09-08 02:43:52,"Confirmed commercial robbery at gunpoint. Suspect is a m/b in his 20s, 5’6” tall, wearin… https://t.co/7NxjQN8JSl",Brooklyn | 1356 Broadway. ,fires,0
330,1567696600088158210,2022-09-08 02:09:30,PD o/s of a confirmed barricaded armed suspect at the location.,Brooklyn | 254 Ralph Ave.,robbery,1
331,1567671165728030723,2022-09-08 00:28:26,"All hands transmitted, fire in a store.",Queens | 132-23 14th Ave.,fires,0
332,1567653615489228801,2022-09-07 23:18:42,"Confirmed male shot in the head, neck, torso and is in likely condition.",Brooklyn | 781 Belmont Ave.,crime,3
333,1567574121004912642,2022-09-07 18:02:49,Male has a gunshot wound to the upper chest and is in likely condition.,,crime,3
334,1567571369482764288,2022-09-07 17:51:53,Confirmed male shot at the location.,Brooklyn | Tillary St and Jay St.,crime,3
335,1567554447147995141,2022-09-07 16:44:38,"All hands transmitted, fire in the duct work.",Brooklyn | 5120 6th Ave.,fires,0
336,1567357002166181889,2022-09-07 03:40:04,"Confirmed gunpoint robbery. Suspect is a m/b wearing a black ski mask, blue hoodie,… https://t.co/496oDrh6XP",Brooklyn | 405 Westminister Rd.,fires,0
337,1567340538503827456,2022-09-07 02:34:38,"Confirmed gunpoint and knifepoint robbery. Two m/b suspects, 5’7” tall w/ a slim… https://t.co/Pke5wWWT8h",Queens | 110th St and Liberty Ave.,robbery,1
338,1567316801146523649,2022-09-07 01:00:19,"Confirmed commercial robbery at gunpoint. Suspect is a m/b wearing a black mask, all bla… https://t.co/YyAIYwrGIk",Brooklyn | 339 Graham Ave.,fires,0
339,1567308978249502722,2022-09-07 00:29:14,"Confirmed male stabbed, aided not likely. Two m/b suspects wearing dark-colored clothing… https://t.co/pgkVbp90lE",Bronx | 2320 Bronx Park E.,crime,3
340,1567303149194563585,2022-09-07 00:06:04,"All hands transmitted, fire in a multiple dwelling.",Queens | 42-13 23rd Ave.,fires,0
341,1567279752402161665,2022-09-06 22:33:06,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 158 E 32nd St.,fires,0
342,1567265592880529408,2022-09-06 21:36:50,"Confirmed male shot in the leg, aided not likely.",Brooklyn | 736 Flushing Ave.,crime,3
343,1567259947288633345,2022-09-06 21:14:24,Suspect taken into custody.,,fires,0
344,1567257059770392577,2022-09-06 21:02:55,"Confirmed suspect search, escaped police custody. Suspect is a m/w wear… https://t.co/m5KUB5LBss",Staten Island | Grimsby St and Midland Ave.,robbery,1
345,1567241880986947584,2022-09-06 20:02:37,"Confirmed male shot in the leg, aided not likely.",Bronx | 370 Morris Ave.,crime,3
346,1567215298406670336,2022-09-06 18:16:59,PD o/s of a confirmed floater in the river.,Manhattan | Pier 16.,fires,0
347,1567118962189557763,2022-09-06 11:54:10,"Confirmed gunpoint robbery. Suspect is a m/b, 5’5” tall w/ a slim build, wearing a bl… https://t.co/KvssfCL6Xd",Bronx | 1163 Castle Hill Ave.,fires,0
348,1567106563415891968,2022-09-06 11:04:54,"Confirmed commercial robbery at gunpoint. 3 m/b suspects wearing all black clothing, black face coverings.",Queens | 104-10 Atlantic Ave.,robbery,1
349,1571648459370799105,2022-09-18 23:52:47,Confirmed assault w/ a knife in transit at Burnside Ave staton 4 line. Suspe… https://t.co/QlVwLf84dG,Bronx | W Burnside Ave and Jerome Ave.,crime,3
350,1571647546799411207,2022-09-18 23:49:09,"Male has a gunshot wound to the abdomen, aided not likely.",,crime,3
351,1571646245898264578,2022-09-18 23:43:59,Confirmed male shot at the location.,Manhattan | 238 E 116th St.,crime,3
352,1571642092090269698,2022-09-18 23:27:29,Confirmed vehicle stolen at gunpoint. 3-4 m/b suspects fled in a navy blue… https://t.co/rYoB5yBr8G,Brooklyn | St Edwards St and Auburn Pl.,robbery,1
353,1571641254483734535,2022-09-18 23:24:09,"All hands transmitted, fire in apt 13E.",Brooklyn | 414 Sutter Ave.,fires,0
354,1571626019500572673,2022-09-18 22:23:37,"All hands transmitted, fire in a commercial.",Queens | 170-03 Hillside Ave.,fires,0
355,1571589452983865344,2022-09-18 19:58:18,"Confirmed gunpoint robbery. Suspect is a m/b, 5’2” tall, wearing all black, fled e/b on Sutter Ave.",Brooklyn | 1100 Rutland Rd.,fires,0
356,1571588654413266948,2022-09-18 19:55:08,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 305 Linden Blvd.,fires,0
357,1571556368510861312,2022-09-18 17:46:51,"Confirmed 4 males shot, one aided is likely.",Queens | 41st Ave and Warren St.,crime,3
358,1571507283871563777,2022-09-18 14:31:48,Confirmed gunpoint robbery. Two male suspects fled in a gray Cadillac w/ NY plate KPK6814.,Queens | 123rd St and Metropolitan Ave.,robbery,1
359,1571473335145435137,2022-09-18 12:16:54,19 y/o male was stabbed in the neck and pronounced deceased at St. Barnabas Hospital. One person taken into custody. https://t.co/RZovhn9slU,,crime,3
360,1571320798006091776,2022-09-18 02:10:46,"Confirmed gunpoint robbery. Suspect is a m/b, 6’0” tall, wearing a black mask, black ho… https://t.co/2RSrpU0GTF",Queens | 96-22 Queens Blvd.,fires,0
361,1571316754718117888,2022-09-18 01:54:42,"Motorcycle accident w/ two aideds transported, one w/ serious injuries. Highw… https://t.co/W2XAl1NKzh",Brooklyn | McDonald Ave and Avenue C.,accident,2
362,1571297780374843394,2022-09-18 00:39:18,Confirmed person shot at the location.,Bronx | E 184th St and Jerome Ave.,crime,3
363,1571288814156488706,2022-09-18 00:03:41,"Confirmed male shot in the arm, aided not likely.",Bronx | 797 E 182nd St.,crime,3
364,1571270999319928833,2022-09-17 22:52:53,"Confirmed robbery. Suspect is a m/b, 6’0” tall, 250 lbs, tattoos on his neck, w… https://t.co/Z5Lbql7GxD",Manhattan | W 36th St and 11th Ave.,fires,0
365,1571260499093864450,2022-09-17 22:11:10,"Confirmed knifepoint robbery. Suspect is a m/b in his 20s, 5’11” tall w/ a slim bui… https://t.co/dtU8Y6qeUQ",Manhattan | 10 Columbus Circle.,fires,0
366,1571252764965015554,2022-09-17 21:40:26,"Confirmed male stabbed, aided is likely.",Bronx | E Kingsbridge Rd and Briggs Ave.,crime,3
367,1571206739680165892,2022-09-17 18:37:33,"Confirmed male shot in the leg, aided not likely.",Bronx | 493 E 140th St.,crime,3
368,1571203537937350659,2022-09-17 18:24:49,"All hands transmitted, fire in a multiple dwelling.",Queens | 74-33 46th Ave.,fires,0
369,1571199718935461889,2022-09-17 18:09:39,"All hands transmitted, fire in a private dwelling.",Brooklyn | 463 Liberty Ave.,fires,0
370,1571184582502010882,2022-09-17 17:09:30,"Confirmed robbery w/ a wrench. Suspect is a heavyset m/h wearing a black hoodie, gray sw… https://t.co/eLeCGK0221",Manhattan | 1472 Broadway.,fires,0
371,1571171532902105101,2022-09-17 16:17:39,"All hands transmitted, fire in a multiple dwelling.",Staten Island | 7 Beach St.,fires,0
372,1571157785978494979,2022-09-17 15:23:01,"Confirmed robbery. Suspect is a m/b wearing a black hoodie, blue jeans, white sneakers.",Manhattan | E 42nd St and 1st Ave.,fires,0
373,1571151857686573059,2022-09-17 14:59:28,8 y/o female suffered smoke inhalation and was pronounced deceased at New York Presbyterian Hospital of Queens. Two… https://t.co/EwVZOq55G3,,fires,0
374,1571125275475464194,2022-09-17 13:13:50,27 y/o male was pronounced deceased at Jacobi Medical Center. No arrests have been made. https://t.co/F8ypr1ok5c,,fires,0
375,1571117080887312386,2022-09-17 12:41:16,"All hands transmitted, fire in a multiple dwelling.",Bronx | 3901 Independence Ave.,fires,0
376,1571106584499212289,2022-09-17 11:59:34,One child transported in cardiac arrest.,,fires,0
377,1571103406336651266,2022-09-17 11:46:56,"All hands transmitted, fire in a multiple dwelling.",Queens | 23-26 130th St.,fires,0
378,1570959624576159744,2022-09-17 02:15:36,"Confirmed male stabbed in the chest, aided is likely.",Bronx | Bruckner Blvd and Wilkinson Ave.,crime,3
379,1570954318689214465,2022-09-17 01:54:31,"Confirmed commercial robbery at gunpoint. Suspect is a m/b approx. 17 y/o, wearing a… https://t.co/I9b5ZdM9PC",Queens | 111-29 Roosevelt Ave.,fires,0
380,1570917781385904129,2022-09-16 23:29:19,Highway CIS requested for the confirmed job.,,fires,0
381,1570909404941193216,2022-09-16 22:56:02,"PD o/s of a vehicle accident, one aided transported in likely condition.",Queens | Francis Lewis Blvd and McLaughlin Ave.,accident,2
382,1570898646513717251,2022-09-16 22:13:17,"Confirmed gunpoint robbery. Suspect is a m/b wearing a black ski mask, black sunglas… https://t.co/AVB8fbUvQz",Queens | 92nd St and 37th Ave.,fires,0
383,1570896421045272576,2022-09-16 22:04:27,"All hands transmitted, fire in a private dwelling.",Queens | 109-26 174th St.,fires,0
384,1570888741165613059,2022-09-16 21:33:56,Confirmed gunpoint robbery. Two m/b suspects fled toward the Whitestone Expy on two bla… https://t.co/JVDXObbnAb,Queens | 30-23 Stratton St.,robbery,1
385,1570887642388238336,2022-09-16 21:29:34,"Confirmed gunpoint robbery. Suspect is a m/b wearing a hoodie, red shirt, black… https://t.co/P5lEpM0yE6",Queens | 73rd St and Northern Blvd.,fires,0
386,1570885617290018817,2022-09-16 21:21:31,"Confirmed shots fired. S-1 is a m/b wearing a black shirt, fled e/b on… https://t.co/SfvTV8vbjc",Manhattan | W 125th St and Morningside Ave.,crime,3
387,1570884615308546048,2022-09-16 21:17:32,"Confirmed gunpoint robbery. Two male suspects fled on a black motorcycle, one wearing a red hoodie.",Bronx | 224 E 135th St.,robbery,1
388,1570855159332323331,2022-09-16 19:20:29,"Vehicle accident, one aided w/ serious injuries. Highway CIS requested for the confirmed job.",Queens | 71-34 Myrtle Ave.,accident,2
389,1570840013721436160,2022-09-16 18:20:18,"Confirmed person shot. Suspect is a m/b in his 40s wearing a black mask, gray h… https://t.co/XbAuPRNwYp",Manhattan | Rear of 75 La Salle St.,crime,3
390,1570807696609185806,2022-09-16 16:11:53,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 166 Rockaway Pkwy.,fires,0
391,1570801345812221955,2022-09-16 15:46:39,"Confirmed bank robbery. Suspect is a f/b, 5’1” tall, 180 lbs, wearing a blue surgical mask,… https://t.co/3TrbRGGwH9",Brooklyn | 426 86th St.,fires,0
392,1570740037171527681,2022-09-16 11:43:02,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 82 S 8t St.,fires,0
393,1570605242181623811,2022-09-16 02:47:24,"All hands transmitted, fire in a private dwelling.",Queens | 1623 Caffrey Ave.,fires,0
394,1570600068268560384,2022-09-16 02:26:51,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 3517 Avenue S.,fires,0
395,1570589194396860425,2022-09-16 01:43:38,"All hands transmitted, fire in a private dwelling.",Brooklyn | 1519 Ryder St.,fires,0
396,1570578255283093506,2022-09-16 01:00:10,"Confirmed male shot, aided is likely.",Bronx | 2519 Cruger Ave.,crime,3
397,1570561490972729350,2022-09-15 23:53:33,"All hands transmitted, fire in a store.",Brooklyn | 1233 Propsect Ave.,fires,0
398,1570491974376980480,2022-09-15 19:17:19,"Confirmed gunpoint robbery. Suspect is a m/b, 6’0” tall, wearing a black cap and all black clothing.",Manhattan | 69 8th Ave.,fires,0
399,1570490316666314753,2022-09-15 19:10:44,"All hands transmitted, fire in a private dwelling.",Queens | 107-29 131st St.,fires,0
400,1570485770208837633,2022-09-15 18:52:40,"All hands transmitted, fire in a private dwelling.",Brooklyn | 178 Jerome St.,fires,0
401,1570483849263710209,2022-09-15 18:45:02,Both males transported in not likely condition.,,fires,0
402,1570482854521458688,2022-09-15 18:41:05,"Confirmed 2 people shot. Suspect is a m/b wearing all black clothing, fled s/b on Fulton Ave.",Bronx | 1545 Fulton Ave.,crime,3
403,1570460435719114752,2022-09-15 17:12:00,Highway CIS requested for the confirmed job.,,fires,0
404,1570456386756120580,2022-09-15 16:55:54,"Confirmed pedestrian struck w/ serious injuries, vehicle on scene. Suspect fled and… https://t.co/K3svNqYmyZ",Staten Island | 108 Locust Ave.,accident,2
405,1570446390127652865,2022-09-15 16:16:11,"All hands transmitted, fire in a store.",Manhattan | 821 W 181st St.,fires,0
406,1570386051377827841,2022-09-15 12:16:25,"Confirmed gunpoint robbery of a residence, one female pistol-whipped. S-1 is a m/b weari… https://t.co/9ViEE2Jib4",Brooklyn | 1803 E 92nd St.,fires,0
407,1570255630019006466,2022-09-15 03:38:10,"All hands transmitted, fire on the 5th floor.",Bronx | 3830 Bronx Blvd.,fires,0
408,1570248688336781312,2022-09-15 03:10:35,Confirmed gunpoint robbery. Two male suspects fled s/b on 7th Ave in a brown vehicle.,Brooklyn | 61st St and 8th Ave.,robbery,1
409,1570224060839399425,2022-09-15 01:32:44,"Confirmed male slashed, aided w/ a laceration to the head and is not likely.",Queens | 41st Ave and 12th St.,fires,0
410,1570218871306567680,2022-09-15 01:12:06,"Confirmed male shot, aided not likely.",Bronx | W 230th St and Bailey Ave.,crime,3
411,1570216901078294528,2022-09-15 01:04:17,Confirmed male shot at the location.,Queens | 125-30 Sutphin Blvd.,crime,3
412,1570213765248868353,2022-09-15 00:51:49,"Suspect is a m/h in his late 20s, fled s/b on the Major Deegan Expy in a black Mercedes-Benz.",,fires,0
413,1570212944277032960,2022-09-15 00:48:33,"Confirmed male shot in the torso, aided not likely.",Bronx | 71 Major Deegan Expy.,crime,3
414,1570202828278464514,2022-09-15 00:08:21,PD o/s of an attempted child abduction. Two m/b suspects last seen in front of 10 Malcolm… https://t.co/2eyClHGpov,Brooklyn | 644 Halsey St.,crime,3
415,1570198103227273218,2022-09-14 23:49:35,30 y/o male was shot multiple times in the chest and pronounced deceased at Brookdale Hospital. No arrests have bee… https://t.co/47sjZddiyy,,crime,3
416,1570188086746959872,2022-09-14 23:09:47,"All hands transmitted, fire in a private dwelling.",Brooklyn | 155 Rutledge St.,fires,0
417,1570183249217073153,2022-09-14 22:50:33,"Confirmed shots fired. Male suspect, 5’5” tall, wearing a black ski mask, gray shorts, f… https://t.co/Iz90CWQi8l",Manhattan | 3671 Broadway.,crime,3
418,1570093819802042368,2022-09-14 16:55:12,"All hands transmitted, fire in a multiple dwelling.",Brooklyn | 1951 W 8th St.,fires,0
419,1570083901065904129,2022-09-14 16:15:47,"All hands transmitted, fire in a multiple dwelling.",Bronx | 1105 Elder Ave.,fires,0
420,1570081922558328835,2022-09-14 16:07:55,"Confirmed male shot, aided is likely.",Brooklyn | 756 Stanley Ave.,crime,3
421,1570036505292472320,2022-09-14 13:07:27,Confirmed shots fired at the location.,Brooklyn | 5918 Glenwood Rd.,crime,3
422,1569887633618108417,2022-09-14 03:15:53,"Confirmed commercial robbery at gunpoint. Suspect is a m/w, 200 lbs, wearing a black… https://t.co/WwdC4lhS7D",Staten Island | 460 Nome Ave.,fires,0
423,1569872342964224001,2022-09-14 02:15:08,"Pedestrian struck in hit-and-run, aided w/ serious injuries. Highway CI… https://t.co/DzGJERXZ0C",Manhattan | W 126th St and St Nicholas Ave.,accident,2
424,1569866322099535873,2022-09-14 01:51:12,"Confirmed commercial robbery at gunpoint. Suspect is a m/b wearing all black clothing, fled s/b on 43rd St.",Queens | 42-20 Broadway.,fires,0
425,1569859140377272322,2022-09-14 01:22:40,"2nd alarm transmitted, fire in a multiple dwelling.",Bronx | 2490 Davidson Ave.,fires,0
426,1569857626938249216,2022-09-14 01:16:39,"All hands transmitted, fire in a multiple dwelling.",Bronx | 2490 Davidson Ave.,fires,0
427,1569850010107355137,2022-09-14 00:46:23,"All hands transmitted, fire in a multiple dwelling.",Manhattan | 1881 Park Ave.,fires,0
428,1569840536340631552,2022-09-14 00:08:44,Confirmed knifepoint robbery. S-1 is a m/b in his 20s wearing a black ho… https://t.co/BAh5j1Gf8p,Manhattan | Grand Central-42nd St station.,fires,0
429,1569814681564356610,2022-09-13 22:26:00,"Confirmed male w/ a firearm. Suspect is a light-skinned m/h in his 20s, 5’7” ta… https://t.co/xMgL9RAQSY",Queens | 108th St and Van Doren St.,fires,0
430,1569773439539347461,2022-09-13 19:42:07,"4th alarm transmitted, fire in a private dwelling.",Brooklyn | 1100 Halsey St.,fires,0
431,1569761992180736000,2022-09-13 18:56:38,"3rd alarm transmitted, fire in a private dwelling.",Brooklyn | 1100 Halsey St.,fires,0
432,1569760135303626760,2022-09-13 18:49:15,"2nd alarm transmitted, fire in a private dwelling.",Brooklyn | 1100 Halsey St.,fires,0
433,1569713538331033601,2022-09-13 15:44:06,"Confirmed attempted bank robbery. Suspect is a m/h wearing a blue hoodie, blue jeans, black… https://t.co/rkaACxtPd2",Manhattan | 1 Broadway.,fires,0
434,1569678238040875010,2022-09-13 13:23:49,Confirmed shots fired at the location.,Brooklyn | 617 E 108th St.,crime,3
435,1569547272488116226,2022-09-13 04:43:25,"2nd alarm transmitted, fire on the 1st floor.",Manhattan | 13 Avenue D.,fires,0
436,1569514520183201794,2022-09-13 02:33:16,"Confirmed male shot in the lower back, aided not likely at this time.",Manhattan | E Houston St and Avenue D.,crime,3
437,1569503601059401733,2022-09-13 01:49:53,Confirmed robbery. Two m/b suspects wearing all black clothing.,Manhattan | W 78th St and West Dr.,robbery,1
438,1569495372287934464,2022-09-13 01:17:11,"Confirmed male shot, aided not likely.",Manhattan | W 137th St and 8th Ave.,crime,3
439,1569455357428113408,2022-09-12 22:38:10,"Confirmed walk-in gunshot victim at Booth Memorial Hospital, aided w/ a gunshot wound to th… https://t.co/OP44drTyMh",Queens | 56-45 Main St.,crime,3
440,1569417097121337344,2022-09-12 20:06:08,Confirmed walk-in gunshot victim.,Bronx | Montefiore Medical Center.,crime,3
441,1569404567850287110,2022-09-12 19:16:21,"Confirmed male shot, aided w/ CPR in progress.",Bronx | 3006 Decatur Ave.,crime,3
442,1569386519156121601,2022-09-12 18:04:38,"All hands transmitted, fire in a 3-story mixed occupancy.",Brooklyn | 215 Church Ave.,fires,0
443,1569372947940347906,2022-09-12 17:10:42,"Confirmed assault w/ a knife in transit at Bergen St station 2/3 line, aided… https://t.co/8YgzXQSEvA",Brooklyn | Bergen St and Flatbush Ave.,crime,3
444,1569322456535498753,2022-09-12 13:50:04,"FD o/s of a male under heavy machinery at a worksite, aided is DOA.",Brooklyn | 11 West St.,fires,0
445,1569156973769146368,2022-09-12 02:52:30,"Confirmed robbery. Suspect is a m/b, 5’10” tall, wearing a black face mask, whi… https://t.co/6aECjJKjyW",Manhattan | W 47th St and 10th Ave.,fires,0
446,1569127732260511746,2022-09-12 00:56:19,29 y/o male was shot in the head and chest and was pronounced deceased at Kings County Hospital. No arrests have be… https://t.co/EnsYqryYby,,crime,3
447,1569122033757261824,2022-09-12 00:33:40,Suspect taken into custody.,,fires,0
448,1574164864825806848,2022-09-25 22:32:05,"Confirmed male shot, aided is likely.",Bronx | E 141st St and Beekman Ave.,crime,3
449,1574110163941969921,2022-09-25 18:54:43,"Confirmed shots fired. Two male suspects fled n/b on Holland Ave on a moped, one wearing a gray shirt.",Bronx | 745 Magenta St.,crime,3
450,1574105769296920581,2022-09-25 18:37:15,"Confirmed male shot, aided not likely.",Bronx | 947 E 180th St.,crime,3
451,1574086633225322498,2022-09-25 17:21:13,"Motorcycle accident, aided is DOA. Highway CIS requested for the confirmed job.",Bronx | E 136th St and Cypress Ave.,accident,2
452,1574016622313996290,2022-09-25 12:43:01,45 y/o male was shot in the head and pronounced deceased at Lincoln Hospital. No arrests have been made. https://t.co/AV2rWsvZqB,,crime,3
453,1573887795546001408,2022-09-25 04:11:06,"Confirmed male shot, aided is likely.",Bronx | 665 Hunts Point Ave.,crime,3
454,1573886835398529024,2022-09-25 04:07:17,Confirmed gunpoint robbery. Two m/h suspects fled in a white BMW 5 Series w/ yellow NY plate.,Manhattan | Post Ave and 10th Ave.,robbery,1
455,1573883672641650688,2022-09-25 03:54:43,"Confirmed gunpoint robbery. Two m/b suspects wearing black hoodies and blue jeans, fled in an unknown vehicle.",Brooklyn | 6205 20th Ave.,robbery,1
456,1573882812465385474,2022-09-25 03:51:18,"Confirmed male shot, aided not likely.",Brooklyn | 586 Hinsdale St.,crime,3
457,1573874666522935297,2022-09-25 03:18:56,Confirmed person shot at the location.,Bronx | 2407 Morris Ave.,crime,3
458,1573871877604495362,2022-09-25 03:07:51,"Confirmed gunpoint robbery. Suspect is a m/b wearing a hat, mask, black Nike hoodie, carryi… https://t.co/hMBqA611Ta",Brooklyn | 556 6th Ave.,fires,0
459,1573866557251387392,2022-09-25 02:46:42,Highway CIS requested for the confirmed job.,,fires,0
460,1573864595936223232,2022-09-25 02:38:55,"Confirmed person struck by the 6 train at Spring St station, requesting power off.",Manhattan | Spring St and Lafayette St.,accident,2
461,1573856551802118145,2022-09-25 02:06:57,"Confirmed pedestrian struck, aided transported w/ serious injuries.",Brooklyn | 10227 Avenue D.,accident,2
462,1573837830178086912,2022-09-25 00:52:33,Confirmed robbery. Two m/h suspects fled toward the RFK Bridge in a yellow H… https://t.co/QatCulgON4,Queens | Steinway St and Ditmars Blvd.,robbery,1
463,1573832736741130241,2022-09-25 00:32:19,"Confirmed male shot in the back, aided is conscious at this time.",Manhattan | 1760 Lexington Ave.,crime,3
464,1573821766576873472,2022-09-24 23:48:44,"Additional gunshot victim located at 303 Van Buren St, aided not likely.",,crime,3
465,1573820965959729152,2022-09-24 23:45:33,"Confirmed male shot, aided not likely.",Brooklyn | 312 Van Buren St.,crime,3
466,1573792964912025601,2022-09-24 21:54:17,22 y/o male was pronounced deceased at Brookdale Hospital. No arrests have been made. https://t.co/8DIljyvvTP,,fires,0
467,1573781603851059200,2022-09-24 21:09:08,"Confirmed gunpoint robbery. S-1 is a male wearing a dark blue hoodie, light blue jeans… https://t.co/0EXaBkwbgF",Brooklyn | 2330 Linden Blvd.,fires,0
468,1573778725933662213,2022-09-24 20:57:42,"All hands transmitted, fire in a private dwelling.",Queens | 34-25 109th St.,fires,0
469,1573765270497263619,2022-09-24 20:04:14,"All hands transmitted, fire on the roof of the ferry terminal.",Manhattan | 10 South St.,fires,0
470,1573744523758518273,2022-09-24 18:41:47,"Confirmed person stabbed multiple times, aided w/ CPR in progress.",Brooklyn | E 87th St and Avenue L.,crime,3
471,1573711525629550595,2022-09-24 16:30:40,"Confirmed assault. Suspect is a m/b, 6’3”… https://t.co/LHouVeEpJk",Manhattan | Henry Hudson Pkwy outside The Cloisters on the jogging path.,crime,3
472,1573675064423243776,2022-09-24 14:05:47,Confirmed male shot at the location.,Bronx | E 216th St and White Plains Rd.,crime,3
473,1573528069545070607,2022-09-24 04:21:41,"Confirmed pedestrian struck, aided transported w/ serious injuries.",Brooklyn | New York Ave and Cortelyou Rd.,accident,2
474,1573462630643138567,2022-09-24 00:01:39,"Confirmed robbery w/ a simulated weapon. Two m/b suspects w/ a skinny build,… https://t.co/qy6wej5HZN",Brooklyn | Nostrand Ave and Avenue U.,robbery,1
475,1573449674891186224,2022-09-23 23:10:10,"All hands transmitted, fire on the 3rd floor.",Brooklyn | 663 Greene Ave.,fires,0
476,1573433365939867651,2022-09-23 22:05:22,"Confirmed robbery. Three m/b suspects, 20 y/o. S-1 and S-2 are wearing beige swe… https://t.co/KRQ28ERtLE",Manhattan | W 56th St and 7th Ave.,robbery,1
477,1573408470912712714,2022-09-23 20:26:26,"Confirmed male shot in the lower back, aided not likely.",Brooklyn | 32 Highland Blvd.,crime,3
478,1573407709592010761,2022-09-23 20:23:25,Additional units requested for crowd control at the location.,Manhattan | E 70th St and Lexington Ave.,fires,0
479,1573407519858458626,2022-09-23 20:22:39,Confirmed shots fired. Suspect fled in a white or gray Kia Sorento w/ Colorado pl… https://t.co/I5POJRbs00,Queens | 123-18 Metropolitan Ave.,crime,3
480,1573402733184516111,2022-09-23 20:03:38,"All hands transmitted, fire in a multiple dwelling.",Queens | 31-65 138th St.,fires,0
481,1573398235556839430,2022-09-23 19:45:46,"Confirmed attempted strong-arm robbery. Suspect is a m/h, 5’4” tall, 150 lbs, wearing a green shirt, jeans.",Manhattan | 249 E 52nd St.,fires,0
482,1573347392014934017,2022-09-23 16:23:44,"All hands transmitted, fire in apt 4K.",Staten Island | 218 Broad St.,fires,0
483,1573156602194042880,2022-09-23 03:45:36,"All hands transmitted, fire in a private dwelling.",Queens | 67-04 52nd Ave.,fires,0
